Tiempo (años),Escenario Base,Tratamiento 50%,Tratamiento 80%,Tratamiento 95%,Intervención Combinada,Escenario Optimista
9.8,889593520000.0,889593520000.0,889593520000.0004,889593519999.9998,889593520000.0001,889593520000.0001
9.9,889558760000.0,889558760000.0,889558760000.0004,889558759999.9998,889558760000.0,889558760000.0
10.0,889524000000.0,889524000000.0,889524000000.0004,889523999999.9998,889524000000.0,889524000000.0
10.100000000000001,889489240000.0,889489240000.0001,889489240000.0004,889489239999.9998,889489240000.0,889489240000.0
10.200000000000001,889454480000.0,889454480000.0001,889454480000.0004,889454479999.9998,889454480000.0001,889454480000.0001
10.3,889419720000.0,889419720000.0001,889419720000.0004,889419719999.9998,889419720000.0001,889419720000.0001
10.4,889384960000.0,889384960000.0,889384960000.0002,889384959999.9998,889384960000.0001,889384960000.0001
10.5,889350200000.0,889350200000.0,889350200000.0002,889350199999.9998,889350200000.0001,889350200000.0001
10.600000000000001,889315440000.0,889315440000.0,889315440000.0002,889315439999.9998,889315440000.0001,889315440000.0001
10.700000000000001,889280680000.0,889280680000.0001,889280680000.0004,889280679999.9998,889280680000.0001,889280680000.0001
10.8,889245920000.0,889245920000.0001,889245920000.0004,889245919999.9998,889245920000.0001,889245920000.0001
10.9,889211160000.0,889211160000.0001,889211160000.0002,889211159999.9998,889211160000.0001,889211160000.0001
11.0,889176400000.0,889176400000.0,889176400000.0002,889176399999.9998,889176400000.0001,889176400000.0001
11.100000000000001,889141640000.0,889141640000.0,889141640000.0002,889141639999.9998,889141640000.0001,889141640000.0001
11.200000000000001,889106880000.0001,889106880000.0,889106880000.0002,889106879999.9998,889106880000.0001,889106880000.0001
11.3,889072120000.0001,889072120000.0,889072120000.0002,889072119999.9998,889072120000.0001,889072120000.0001
11.4,889037360000.0001,889037360000.0,889037360000.0002,889037359999.9998,889037360000.0001,889037360000.0001
11.5,889002600000.0001,889002600000.0,889002600000.0002,889002599999.9998,889002600000.0001,889002600000.0001
11.600000000000001,888967840000.0001,888967840000.0,888967840000.0002,888967839999.9998,888967840000.0001,888967840000.0001
11.700000000000001,888933080000.0001,888933080000.0,888933080000.0002,888933079999.9998,888933080000.0001,888933080000.0001
11.8,888898320000.0001,888898320000.0,888898320000.0002,888898319999.9998,888898320000.0001,888898320000.0001
11.9,888863560000.0001,888863560000.0,888863560000.0002,888863559999.9998,888863560000.0001,888863560000.0001
12.0,888828800000.0001,888828800000.0,888828800000.0001,888828799999.9998,888828800000.0001,888828800000.0001
12.100000000000001,888794040000.0001,888794040000.0,888794040000.0001,888794039999.9998,888794040000.0001,888794040000.0001
12.200000000000001,888759280000.0001,888759280000.0,888759280000.0001,888759279999.9998,888759280000.0001,888759280000.0001
12.3,888724520000.0001,888724520000.0,888724520000.0001,888724519999.9998,888724520000.0001,888724520000.0001
12.4,888689760000.0001,888689760000.0,888689760000.0001,888689759999.9998,888689760000.0001,888689760000.0001
12.5,888655000000.0001,888655000000.0,888655000000.0001,888654999999.9998,888655000000.0001,888655000000.0001
12.600000000000001,888620240000.0001,888620240000.0,888620240000.0001,888620239999.9998,888620240000.0001,888620240000.0001
12.700000000000001,888585480000.0001,888585480000.0,888585480000.0001,888585479999.9998,888585480000.0002,888585480000.0002
12.8,888550720000.0001,888550720000.0,888550720000.0001,888550719999.9998,888550720000.0002,888550720000.0002
12.9,888515960000.0002,888515960000.0,888515960000.0002,888515959999.9996,888515960000.0002,888515960000.0002
13.0,888481200000.0002,888481200000.0,888481200000.0002,888481199999.9996,888481200000.0002,888481200000.0002
13.100000000000001,888446440000.0002,888446440000.0,888446440000.0002,888446439999.9996,888446440000.0002,888446440000.0002
13.200000000000001,888411680000.0002,888411680000.0,888411680000.0002,888411679999.9996,888411680000.0002,888411680000.0002
13.3,888376920000.0002,888376920000.0,888376920000.0002,888376919999.9996,888376920000.0002,888376920000.0002
